202012-06-20 11:34:29,458 | INFO  | NioProcessor-1   | ServerSession                    | 22 - sshd-core - 0.5.0 | Session created...
APE__r : type # APE__c // CodeAPE__c # 4661Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # ma.merlerault@wanadoo.fr
Codepostal__c # 61240
Nomdureferent__c # ROUSSEAU ANNE MARIE
Datedelacreationdelasociete__c # Sun Jun 01 02:00:00 CEST 1980
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 061
Parent : type # Account // NumeroEPJ__c # 08483164 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 31908896900013
Enseignecommerciale__c # Machines Agricoles du Merlerault SARL
MatriculeRH__c # 08104511
Name # Machines Agricoles du Merlerault SARL
Localite__c # MERLERAULT (LE)
Periodedeprospection__c # 2013
Codelocalite__c # 27500
Agencedureferent__c # VAP
Groupedureferent__c # 5
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 512070 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,422 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='operation performed with inactive user'
 statusCode='INACTIVE_OWNER_OR_USER'
]
] 

ext_id : 06728498 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0320354323
Phone # 0320354233
NumeroEPJ__c # 06728498
Civilitedureferent__c # Monsieur
Type # Client
Effectifdelentreprise__c # 6 à 9 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 01092
Adresse__c # 41 R Voltaire
Equipedureferent__c # 29
APE__r : type # APE__c // CodeAPE__c # 4331Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # victorgomes-gnbat@orange.fr
Codepostal__c # 59116
Nomdureferent__c # DENOEUD JEAN FRANCOIS
Datedelacreationdelasociete__c # Fri Jan 01 01:00:00 CET 1993
Canaldureferent__c # CC CONFIRME
Departementderesidence__c # 059
Forcedeventedureferent__c # FVN
NumeroSIRET__c # 38994459600011
Enseignecommerciale__c # G.N Bâtiment SARL
MatriculeRH__c # 09905313
Name # G.N Bâtiment SARL
Complementdadresse__c # BP 52
Localite__c # HOUPLINES
Periodedeprospection__c # 2012
Codelocalite__c # 31700
Agencedureferent__c # Lille
Groupedureferent__c # 4
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 627670 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,441 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08618564 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 07443929 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Phone # 0477923369
NumeroEPJ__c # 07443929
Civilitedureferent__c # Madame
Type # Prospect
Pays__c # FR
Numerocommercialdureferent__c # 04747
Adresse__c # 33 r Salvador Allende
Equipedureferent__c # 12
APE__r : type # APE__c // CodeAPE__c # 7729Z // 
Opposealanewsletter__c # false
Codepostal__c # 42350
Nomdureferent__c # BEAUDIAU BRIGITTE
Canaldureferent__c # CC CONFIRME
Forcedeventedureferent__c # FVN
Departementderesidence__c # 042
Parent : type # Account // NumeroEPJ__c # 08618564 // 
Enseignecommerciale__c # ORKYN Air Liquide Santé Domicile
Name # ORKYN Air Liquide Santé Domicile
MatriculeRH__c # 08100314
Localite__c # TALAUDIERE (LA)
Periodedeprospection__c # 2013
Codelocalite__c # 30500
Agencedureferent__c # Paris Sud
Groupedureferent__c # 9
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 511790 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,441 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 50448774 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 02509740 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0142830729
Phone # 0142838093
NumeroEPJ__c # 02509740
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 6 à 9 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 86230
Adresse__c # 162 QU Polangis
Equipedureferent__c # 12
APE__r : type # APE__c // CodeAPE__c # 9311Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # contact@bowlingstriky.com
Codepostal__c # 94340
Nomdureferent__c # HAGE KATIA
Datedelacreationdelasociete__c # Mon Jan 01 00:09:21 CET 1900
Canaldureferent__c # CC CONFIRME
Departementderesidence__c # 094
Parent : type # Account // NumeroEPJ__c # 50448774 // 
Forcedeventedureferent__c # FVN
NumeroSIRET__c # 77558889000027
Enseignecommerciale__c # Excel Bowling France
MatriculeRH__c # 09902768
Name # Excel Bowling France
Localite__c # JOINVILLE LE PONT
Periodedeprospection__c # 2013
Codelocalite__c # 04200
Agencedureferent__c # Paris Sud
Groupedureferent__c # 2
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 107300 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,441 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 52099566 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 00357940 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0233961428
Phone # 0233623380
NumeroEPJ__c # 00357940
Civilitedureferent__c # Mademoiselle
Type # Client
Effectifdelentreprise__c # 20 à 49 S.
Pays__c # FR
Numerocommercialdureferent__c # 03517
Adresse__c # ZAC des Grands Champs
Equipedureferent__c # V 
libellecedex__c # 61104  Flers Cedex
APE__r : type # APE__c // CodeAPE__c # 4334Z // 
Emaildelasociete__c # dubourg-deco@orange.fr
Opposealanewsletter__c # false
Codepostal__c # 61100
Nomdureferent__c # AZZOUZI SAMIA
Datedelacreationdelasociete__c # Tue May 01 02:00:00 CEST 2007
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 061
Parent : type # Account // NumeroEPJ__c # 52099566 // 
Forcedeventedureferent__c # VAP
TrancheCA__c # 2 A 5 ME
NumeroSIRET__c # 31487079100048
Enseignecommerciale__c # Dubourg Sté
Name # Dubourg Sté
MatriculeRH__c # 09106931
Localite__c # FLERS
Complementdadresse__c # BP 194
Periodedeprospection__c # 2013
Codelocalite__c # 16900
Agencedureferent__c # VAP
Groupedureferent__c # 2
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 598270 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,441 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08483164 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 06655870 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0479889657
Phone # 0479889658
NumeroEPJ__c # 06655870
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 6 à 9 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 85011
Adresse__c # 314 ZAC de l'Echangeur
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4399B // 
Opposealanewsletter__c # false
Emaildelasociete__c # revardmanutention@wanadoo.fr
Codepostal__c # 73100
Nomdureferent__c # ROUSSEAU ANNE MARIE
Datedelacreationdelasociete__c # Wed Apr 01 02:00:00 CEST 1992
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 073
Parent : type # Account // NumeroEPJ__c # 08483164 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 32173715700024
Enseignecommerciale__c # Revard Manutention
MatriculeRH__c # 08104511
Name # Revard Manutention
Localite__c # GRESY SUR AIX
Complementdadresse__c # 314 R des Chauvets
Periodedeprospection__c # 2013
Codelocalite__c # 12800
Agencedureferent__c # VAP
Groupedureferent__c # 5
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 409600 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,442 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 09469273 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 01766531 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Phone # 0327350367
NumeroEPJ__c # 01766531
Civilitedureferent__c # Mademoiselle
Type # Client
Effectifdelentreprise__c # 6 à 9 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 85303
Adresse__c # PARC Activités Mont Houy
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4322B // 
Opposealanewsletter__c # false
Emaildelasociete__c # auguste.kuk@wanadoo.fr
Codepostal__c # 59300
Nomdureferent__c # CADIX DELPHINE
Datedelacreationdelasociete__c # Thu Jun 01 02:00:00 CEST 2006
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 059
Parent : type # Account // NumeroEPJ__c # 09469273 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 38982371700027
Enseignecommerciale__c # Etablissement Auguste Kuk
MatriculeRH__c # 09904012
Name # Etablissement Auguste Kuk
Localite__c # AULNOY LEZ VALENCIENNES
Periodedeprospection__c # 2013
Codelocalite__c # 03200
Agencedureferent__c # VAP
Groupedureferent__c # 9
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 167250 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,442 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08483164 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 00654004 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0386590731
Phone # 0386610357
NumeroEPJ__c # 00654004
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 20 à 49 S.
Pays__c # FR
Numerocommercialdureferent__c # 85011
Adresse__c # 32 R Récollets
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4322B // 
Opposealanewsletter__c # false
Codepostal__c # 58000
Nomdureferent__c # ROUSSEAU ANNE MARIE
Datedelacreationdelasociete__c # Fri Jan 01 01:00:00 CET 1954
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 058
Parent : type # Account // NumeroEPJ__c # 08483164 // 
Forcedeventedureferent__c # VAP
TrancheCA__c # 1 A 2 ME
NumeroSIRET__c # 54188004300016
Enseignecommerciale__c # Entreprise Mangeon
MatriculeRH__c # 08104511
Name # Entreprise Mangeon
Localite__c # NEVERS
Periodedeprospection__c # 2013
Codelocalite__c # 19400
Agencedureferent__c # VAP
Groupedureferent__c # 5
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 048380 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,442 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08923117 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 05566211 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Phone # 0344801655
NumeroEPJ__c # 05566211
Civilitedureferent__c # Monsieur
Type # Client
Effectifdelentreprise__c # 3 à 5 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 63495
Adresse__c # 10 R Adrien Maître
Equipedureferent__c # 29
APE__r : type # APE__c // CodeAPE__c # 1512Z // 
Opposealanewsletter__c # true
Emaildelasociete__c # dominique.nortier442@orange.fr
Codepostal__c # 60120
Nomdureferent__c # RANSON JEROME
Datedelacreationdelasociete__c # Fri Jan 01 01:00:00 CET 1993
Canaldureferent__c # MASTER EN POSTE
Departementderesidence__c # 060
Parent : type # Account // NumeroEPJ__c # 08923117 // 
Forcedeventedureferent__c # FVN
NumeroSIRET__c # 38983147000015
Enseignecommerciale__c # Sellerie Nortier SARL
MatriculeRH__c # 09253271
Name # Sellerie Nortier SARL
Localite__c # BRETEUIL
Periodedeprospection__c # 2012
Codelocalite__c # 10400
Agencedureferent__c # Lille
Groupedureferent__c # 6
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 327170 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,442 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 51081691 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 06556366 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0235663146
Phone # 0235651672
NumeroEPJ__c # 06556366
Civilitedureferent__c # Monsieur
Type # Prospect
Effectifdelentreprise__c # 6 à 9 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 86719
Adresse__c # 65 r Ettore Bugatti
Equipedureferent__c # 12
APE__r : type # APE__c // CodeAPE__c # 7120B // 
Emaildelasociete__c # yvon.gervaise@sgs.com
Codepostal__c # 76800
Nomdureferent__c # YADAN LAURENT
Datedelacreationdelasociete__c # Sun Jan 01 01:00:00 CET 2006
Canaldureferent__c # CC CONFIRME
Departementderesidence__c # 076
Parent : type # Account // NumeroEPJ__c # 51081691 // 
Forcedeventedureferent__c # FVN
TrancheCA__c # 10 A 20 ME
NumeroSIRET__c # 35279149500380
Enseignecommerciale__c # SGS MULTILAB
MatriculeRH__c # 09902017
Name # SGS MULTILAB
Localite__c # SAINT ETIENNE DU ROUVRAY
Periodedeprospection__c # 2012
Codelocalite__c # 57500
Agencedureferent__c # Paris Sud
Groupedureferent__c # G
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 456590 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,442 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08483164 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 03197897 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0238457174
Phone # 0238457147
NumeroEPJ__c # 03197897
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 6 à 9 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 85011
Adresse__c # 60 R Castors
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4332A // 
Opposealanewsletter__c # false
Codepostal__c # 45370
Nomdureferent__c # ROUSSEAU ANNE MARIE
Datedelacreationdelasociete__c # Fri Sep 01 02:00:00 CEST 2006
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 045
Parent : type # Account // NumeroEPJ__c # 08483164 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 35197534700029
Enseignecommerciale__c # Colliaut SARL
MatriculeRH__c # 08104511
Name # Colliaut SARL
Complementdadresse__c # ZAC la Metairie
Localite__c # DRY
Periodedeprospection__c # 2013
Codelocalite__c # 13000
Agencedureferent__c # VAP
Groupedureferent__c # 5
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 521020 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,443 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08483164 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 00300506 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Phone # 0164040170
NumeroEPJ__c # 00300506
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 10 à 19 S.
Pays__c # FR
Numerocommercialdureferent__c # 85011
Adresse__c # 1 R de Paris
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4752A // 
Opposealanewsletter__c # false
Emaildelasociete__c # guinand.chauffage@wanadoo.fr
Codepostal__c # 77320
Nomdureferent__c # ROUSSEAU ANNE MARIE
Datedelacreationdelasociete__c # Mon Jul 01 02:00:00 CEST 1996
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 077
Parent : type # Account // NumeroEPJ__c # 08483164 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 41236550400015
Enseignecommerciale__c # Guinand Chauffage
MatriculeRH__c # 08104511
Name # Guinand Chauffage
Localite__c # FERTE GAUCHER (LA)
Periodedeprospection__c # 2013
Codelocalite__c # 18200
Agencedureferent__c # VAP
Groupedureferent__c # 5
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 519180 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,443 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 51366476 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 00539202 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Phone # 0148764404
NumeroEPJ__c # 00539202
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 0 SALARIE 
Pays__c # FR
Numerocommercialdureferent__c # 80988
Adresse__c # 263 AV République
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4771Z // 
Opposealanewsletter__c # false
Codepostal__c # 94120
Datedelacreationdelasociete__c # Fri Jan 01 01:00:00 CET 1960
Nomdureferent__c # GIROT BENSOUSSAN MARTINE
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 094
Parent : type # Account // NumeroEPJ__c # 51366476 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 60117061600010
Enseignecommerciale__c # Dubois Jeannine
MatriculeRH__c # 08500781
Name # Dubois Jeannine
Localite__c # FONTENAY SOUS BOIS
Periodedeprospection__c # 2013
Codelocalite__c # 03300
Agencedureferent__c # VAP
Groupedureferent__c # M
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 521740 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,443 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 51721984 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 00421169 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0565226661
Phone # 0565351033
NumeroEPJ__c # 00421169
Civilitedureferent__c # Monsieur
Type # Prospect
Effectifdelentreprise__c # 10 à 19 S.
Pays__c # FR
Numerocommercialdureferent__c # 85362
Adresse__c # 943 av Anatole de Monzie
Equipedureferent__c # 12
APE__r : type # APE__c // CodeAPE__c # 4690Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # h-cormerais@a-d.fr
Codepostal__c # 46000
Nomdureferent__c # DEVAUX FRANCK
Datedelacreationdelasociete__c # Sun Jan 01 01:00:00 CET 2006
Canaldureferent__c # CC CONFIRME
Departementderesidence__c # 046
Parent : type # Account // NumeroEPJ__c # 51721984 // 
Forcedeventedureferent__c # FVN
TrancheCA__c # 50 A 100ME
NumeroSIRET__c # 54278003600381
Enseignecommerciale__c # Groupe A.D. Sud Ouest (GADSO)
MatriculeRH__c # 09904005
Name # Groupe A.D. Sud Ouest (GADSO)
Localite__c # CAHORS
Periodedeprospection__c # 2012
Codelocalite__c # 04200
Agencedureferent__c # Paris Sud
Groupedureferent__c # G
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 025710 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,443 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08478993 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 07460189 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0466279801
Phone # 0466279800
NumeroEPJ__c # 07460189
Civilitedureferent__c # Monsieur
Type # Client
Effectifdelentreprise__c # 1 à 2 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 85804
Adresse__c # 6 R Chaffoy
Equipedureferent__c # 12
APE__r : type # APE__c // CodeAPE__c # 7311Z // 
Opposealanewsletter__c # false
Codepostal__c # 30000
Nomdureferent__c # SELOUANE HAZIZ
Datedelacreationdelasociete__c # Tue Sep 01 02:00:00 CEST 2009
Canaldureferent__c # CCL SPECIALISTE
Departementderesidence__c # 030
Parent : type # Account // NumeroEPJ__c # 08478993 // 
Forcedeventedureferent__c # FVN
NumeroSIRET__c # 39275820700048
Enseignecommerciale__c # Dominance et Associés
MatriculeRH__c # 09904105
Name # Dominance et Associés
Localite__c # NIMES
Periodedeprospection__c # 2012
Codelocalite__c # 18900
Agencedureferent__c # Paris Sud
Groupedureferent__c # 5
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 666170 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,443 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Vous ne pouvez pas insérer ce compte: l ' utilisateur pilote affecté n'existe pas dans Salesforce'
 statusCode='FIELD_CUSTOM_VALIDATION_EXCEPTION'
]
] 

ext_id : 06032561 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0160868533
Phone # 0160864510
NumeroEPJ__c # 06032561
Civilitedureferent__c # Monsieur
Type # Client
Effectifdelentreprise__c # 3 à 5 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 02425
Adresse__c # ccal Trois Parts
Equipedureferent__c # 12
APE__r : type # APE__c // CodeAPE__c # 5610A // 
Opposealanewsletter__c # false
Emaildelasociete__c # laollivier@wanadoo.fr
Codepostal__c # 91070
Nomdureferent__c # COSTE Stephane
Datedelacreationdelasociete__c # Sun Jan 01 01:00:00 CET 2006
Canaldureferent__c # CC CONFIRME
Departementderesidence__c # 091
Forcedeventedureferent__c # FVN
NumeroSIRET__c # 48807388300016
Enseignecommerciale__c # La Viadène
MatriculeRH__c # 09909714
Name # La Viadène
Localite__c # BONDOUFLE
Periodedeprospection__c # 2012
Codelocalite__c # 08600
Agencedureferent__c # Paris Sud
Groupedureferent__c # E
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 694120 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,443 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08483164 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 06041259 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0164942450
Phone # 0670683484
NumeroEPJ__c # 06041259
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 0 SALARIE 
Pays__c # FR
Numerocommercialdureferent__c # 85011
Adresse__c # 3 AV Pierre Richier
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4332A // 
Opposealanewsletter__c # false
Codepostal__c # 91150
Nomdureferent__c # ROUSSEAU ANNE MARIE
Datedelacreationdelasociete__c # Fri Jan 01 01:00:00 CET 1999
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 091
Parent : type # Account // NumeroEPJ__c # 08483164 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 42164445100013
Enseignecommerciale__c # Boissie Bernard
MatriculeRH__c # 08104511
Name # Boissie Bernard
Localite__c # BRIERES LES SCELLES
Periodedeprospection__c # 2013
Codelocalite__c # 10900
Agencedureferent__c # VAP
Groupedureferent__c # 5
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 000002 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,444 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 09469273 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 00399775 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0328614644
Phone # 0328646183
NumeroEPJ__c # 00399775
Civilitedureferent__c # Mademoiselle
Type # Client
Effectifdelentreprise__c # 10 à 19 S.
Pays__c # FR
Numerocommercialdureferent__c # 85303
Adresse__c # 17 Bis R Louis Armand
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4332A // 
Opposealanewsletter__c # false
Emaildelasociete__c # dvm.wexsteen@wanadoo.fr
Codepostal__c # 59210
Nomdureferent__c # CADIX DELPHINE
Datedelacreationdelasociete__c # Sun Nov 01 01:00:00 CET 2009
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 059
Parent : type # Account // NumeroEPJ__c # 09469273 // 
Forcedeventedureferent__c # VAP
TrancheCA__c # 1 A 2 ME
NumeroSIRET__c # 43471378000022
Enseignecommerciale__c # DVM Wexsteen
MatriculeRH__c # 09904012
Name # DVM Wexsteen
Localite__c # COUDEKERQUE BRANCHE
Complementdadresse__c # Zone Du Tonkin
Periodedeprospection__c # 2013
Codelocalite__c # 15500
Agencedureferent__c # VAP
Groupedureferent__c # 9
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 832560 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:23,444 | ERROR | pool-20-thread-5 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
